StatisticalArea2Code,StatisticalArea2Name,PhysicalAddressStreet,MarketSegment,ICPs,GenerationCapacityKilowattsAvg,GenerationCapacityKilowattsSum
113900,Red Beach West,SURF VIEW CRESCENT,All,3 or less,5.0,
113900,Red Beach West,SYMES DRIVE,All,3 or less,8.1,
113900,Red Beach West,TAIKURA AVENUE,All,3 or less,4.9,
113900,Red Beach West,TEE POINT,All,3 or less,6.0,
113900,Red Beach West,TIROMOANA DRIVE,All,3 or less,5.0,
113900,Red Beach West,WHANGAPARAOA ROAD,All,6,7.2,43.0
114000,Red Beach East,ALBERT HALL DRIVE,All,3 or less,8.0,
114000,Red Beach East,AMORINO DRIVE,All,3 or less,5.7,
114000,Red Beach East,BAY STREET,All,4,3.3,13.1
114000,Red Beach East,BAY VISTA DRIVE,All,3 or less,6.0,
114000,Red Beach East,CHELVERTON TERRACE,All,3 or less,7.5,
114000,Red Beach East,DURNESS PLACE,All,3 or less,5.0,
114000,Red Beach East,ESTHER PLACE,All,3 or less,4.7,
114000,Red Beach East,GILSHENNAN VALLEY,All,3 or less,4.6,
114000,Red Beach East,GLENELG ROAD,All,3 or less,4.2,
114000,Red Beach East,HALLDENE TERRACE,All,3 or less,4.3,
114000,Red Beach East,HIGHAM FERRERS PLACE,All,3 or less,6.0,
114000,Red Beach East,LAURIE STREET,All,3 or less,2.8,
114000,Red Beach East,LUCY FOSTER LANE,All,3 or less,4.0,
114000,Red Beach East,MARELLEN DRIVE,All,6,4.9,29.6
114000,Red Beach East,QUO VADIS PLACE,All,3 or less,8.5,
114000,Red Beach East,RED BEACH ROAD,All,3 or less,10.0,
114000,Red Beach East,ROSARIO CRESCENT,All,6,6.0,35.8
114000,Red Beach East,RUSHDEN TERRACE,All,3 or less,4.7,
114000,Red Beach East,THORBURN AVENUE,All,3 or less,4.2,
114000,Red Beach East,VISTA MOTU,All,3 or less,4.0,
114000,Red Beach East,WALTON STREET,All,6,5.4,32.3
114000,Red Beach East,WHANGAPARAOA ROAD,All,4,4.7,18.6
114000,Red Beach East,WILLIAM BAYES PLACE,All,3 or less,6.0,
114100,Silverdale South (Auckland),AUBREY ROAD,All,3 or less,2.0,
114100,Silverdale South (Auckland),CHARITY WAY,All,3 or less,10.0,
114100,Silverdale South (Auckland),COASTAL HEIGHTS,All,4,5.7,22.8
114100,Silverdale South (Auckland),COCKLE PLACE,All,3 or less,5.5,
114100,Silverdale South (Auckland),DONALD PLACE,All,3 or less,10.0,
114100,Silverdale South (Auckland),DUCK CREEK ROAD,All,7,5.3,37.0
114100,Silverdale South (Auckland),EAST COAST ROAD,All,3 or less,5.1,
114100,Silverdale South (Auckland),FLOUNDER POINT ROAD,All,3 or less,4.6,
114100,Silverdale South (Auckland),GURNARD ROAD,All,3 or less,5.0,
114100,Silverdale South (Auckland),INLET VIEWS,All,3 or less,4.6,
114100,Silverdale South (Auckland),LENNON ACCESS ROAD,All,6,10.7,64.4
114100,Silverdale South (Auckland),MESSENGER ROAD,All,3 or less,5.8,
114100,Silverdale South (Auckland),NEWMAN ROAD,All,3 or less,3.8,
114100,Silverdale South (Auckland),PINESTEAD REACH,All,3 or less,5.0,
114100,Silverdale South (Auckland),SPUR ROAD,All,4,5.8,23.4
114100,Silverdale South (Auckland),STILLWATER CRESCENT,All,3 or less,5.3,
114100,Silverdale South (Auckland),WILKS ROAD,All,3 or less,10.0,
114100,Silverdale South (Auckland),WILLOW LANE,All,3 or less,9.0,
114200,Waimauku,AMBER PLACE,All,3 or less,3.9,
114200,Waimauku,DENEHURST DRIVE,All,6,6.5,39.3
114200,Waimauku,FACTORY ROAD,All,3 or less,5.0,
114200,Waimauku,FLETCHER ROAD,All,3 or less,5.0,
114200,Waimauku,FRESHFIELDS ROAD,All,3 or less,6.4,
114200,Waimauku,GAVINIKE PLACE,All,6,5.2,31.1
114200,Waimauku,MAHANA ROAD,All,3 or less,7.7,
114200,Waimauku,MURIWAI ROAD,All,3 or less,10.0,
114200,Waimauku,MURRAY WAY,All,3 or less,5.1,
114200,Waimauku,PHEASANT LANE,All,6,9.0,54.2
114200,Waimauku,PUKEMARINO ROAD,All,3 or less,5.5,
114200,Waimauku,ROSELLA GROVE,All,4,5.9,23.6
114200,Waimauku,SARAH TODD LANE,All,3 or less,5.6,
114200,Waimauku,SCHOOL ROAD,All,3 or less,2.0,
114200,Waimauku,SOLAN DRIVE,All,9,5.5,49.4
114200,Waimauku,TAHA ROAD,All,3 or less,5.0,
114200,Waimauku,WAIMAUKU STATION ROAD,All,3 or less,4.4,
114200,Waimauku,YOUNG GARDEN LANE,All,3 or less,8.2,
114300,Gulf Islands,BON ACCORD HARBOUR,All,3 or less,5.0,
114300,Gulf Islands,NORTH COVE,All,3 or less,6.0,
114400,Vipond,BLUE HERON RISE,All,3 or less,8.0,
114400,Vipond,BRIAN CRESCENT,All,3 or less,6.2,
114400,Vipond,DUNCANSBY ROAD,All,5,7.8,39.0
114400,Vipond,GLEDSTANE ROAD,All,3 or less,5.5,
114400,Vipond,JOHN ROAD,All,3 or less,4.5,
114400,Vipond,NORTHVIEW ROAD,All,3 or less,6.0,
114400,Vipond,POPLAR LANE,All,3 or less,2.0,
114400,Vipond,POPLAR ROAD,All,3 or less,3.0,
114400,Vipond,RIVERVALE GROVE,All,3 or less,6.3,
114400,Vipond,SHADON PLACE,All,3 or less,3.7,
114400,Vipond,VIPOND ROAD,All,4,4.6,18.2
114400,Vipond,WHANGAPARAOA ROAD,All,5,4.9,24.5
114500,Muriwai,COAST ROAD,All,3 or less,3.0,
114500,Muriwai,DOMAIN CRESCENT,All,4,6.2,24.9
114500,Muriwai,EDWIN MITCHELSON ROAD,All,3 or less,2.4,
114500,Muriwai,MOTUTARA ROAD,All,4,8.3,33.0
114500,Muriwai,OAIA ROAD,All,5,6.7,33.4
114500,Muriwai,WAITEA ROAD,All,7,6.5,45.5
114600,Stanmore Bay West,BRIGHTSIDE ROAD,All,4,4.8,19.3
114600,Stanmore Bay West,BROOKVALE PARK,All,3 or less,4.6,
114600,Stanmore Bay West,CHARLOTTE STREET,All,3 or less,1.7,
114600,Stanmore Bay West,DONALD STREET,All,3 or less,4.2,
114600,Stanmore Bay West,DOYLY DRIVE,All,3 or less,5.9,
114600,Stanmore Bay West,ELLENBURY PLACE,All,3 or less,10.0,
114600,Stanmore Bay West,GLEDSTANE ROAD,All,4,4.8,19.3
114600,Stanmore Bay West,JEAN PLACE,All,3 or less,5.6,
114600,Stanmore Bay West,KNOTT ROAD,All,3 or less,10.0,
114600,Stanmore Bay West,LANGTON ROAD,All,3 or less,3.0,
114600,Stanmore Bay West,LOGAN LANE,All,3 or less,4.6,
114600,Stanmore Bay West,VIPOND ROAD,All,4,5.9,23.4
114600,Stanmore Bay West,WAIORA ROAD,All,3 or less,5.0,
114600,Stanmore Bay West,WHANGAPARAOA ROAD,All,3 or less,2.8,
114700,Kumeu Rural West,ACCESS ROAD,All,3 or less,3.4,
114700,Kumeu Rural West,ANNANDALE ROAD,All,3 or less,3.2,
114700,Kumeu Rural West,ANNETT ROAD,All,3 or less,4.8,
114700,Kumeu Rural West,AWA ROAD,All,3 or less,4.8,
114700,Kumeu Rural West,FARRAND ROAD,All,3 or less,7.5,
114700,Kumeu Rural West,FOSTER ROAD,All,3 or less,4.8,
114700,Kumeu Rural West,MATUA ROAD,All,3 or less,25.5,
114700,Kumeu Rural West,MOTU ROAD,All,3 or less,15.0,
114700,Kumeu Rural West,PIONEER LANE,All,3 or less,5.0,
114700,Kumeu Rural West,POMONA ROAD,All,4,10.2,40.9
114700,Kumeu Rural West,PUKE ROAD,All,3 or less,4.2,
114700,Kumeu Rural West,STATE HIGHWAY 16,All,3 or less,5.0,
114700,Kumeu Rural West,STATION ROAD,All,3 or less,10.0,
114700,Kumeu Rural West,TAWA ROAD,All,3 or less,4.6,
114700,Kumeu Rural West,TRIGG ROAD,All,3 or less,4.8,
114700,Kumeu Rural West,VOGWILL ROAD,All,3 or less,7.1,
114700,Kumeu Rural West,WAITAKERE ROAD,All,3 or less,4.8,
114700,Kumeu Rural West,WORRALL ROAD,All,3 or less,5.1,
114800,Okura Bush,AHUMOANA ROAD,All,5,6.8,34.2
114800,Okura Bush,EAST COAST ROAD,All,5,6.4,32.1
114800,Okura Bush,HAIGH ACCESS ROAD,All,3 or less,5.0,
114800,Okura Bush,HURIHURI ROAD,All,3 or less,10.0,
114800,Okura Bush,JOHN BRIAN DRIVE,All,3 or less,5.0,
114800,Okura Bush,KUMUKUMU ROAD,All,3 or less,6.0,
114800,Okura Bush,LONELY TRACK ROAD,All,3 or less,4.8,
114800,Okura Bush,OKURA RIVER ROAD,All,9,6.3,56.7
114800,Okura Bush,RIDGELEA ROAD,All,3 or less,8.0,
114800,Okura Bush,RONGOA ROAD,All,3 or less,7.7,
114800,Okura Bush,TAEMAI PLACE,All,3 or less,5.0,
114800,Okura Bush,TAHA PUKE ROAD,All,3 or less,6.0,
114800,Okura Bush,TAKAHURI PLACE,All,3 or less,13.0,
114800,Okura Bush,TUPA STREET,All,3 or less,6.0,
114800,Okura Bush,VALERIE CRESCENT,All,4,3.9,15.4
114800,Okura Bush,VAUGHANS ROAD,All,6,4.5,26.9
114800,Okura Bush,WARMAN ROAD,All,3 or less,10.0,
114800,Okura Bush,WORSNOP WAY,All,3 or less,4.2,
114900,Whangaparaoa Central,ARKLES STRAND,All,3 or less,5.0,
114900,Whangaparaoa Central,BARWICK PLACE,All,3 or less,2.3,
114900,Whangaparaoa Central,BLOOMFIELD RISE,All,3 or less,6.8,
114900,Whangaparaoa Central,CEDAR TERRACE,All,3 or less,4.8,
114900,Whangaparaoa Central,COCHRANE AVENUE,All,3 or less,5.6,
114900,Whangaparaoa Central,CORALSEA WAY,All,3 or less,3.0,
114900,Whangaparaoa Central,EASTVIEW CRESCENT,All,4,4.1,16.6
114900,Whangaparaoa Central,ELAN PLACE,All,3 or less,4.6,
114900,Whangaparaoa Central,FERRY ROAD,All,3 or less,7.5,
114900,Whangaparaoa Central,HAWAIIAN PARADE,All,3 or less,5.0,
114900,Whangaparaoa Central,HERMAN STREET,All,3 or less,1.9,
114900,Whangaparaoa Central,KESTREL HEIGHTS,All,6,5.3,31.8
114900,Whangaparaoa Central,MCKENZIE AVENUE,All,3 or less,3.2,
114900,Whangaparaoa Central,MONTPELLIER HEIGHTS,All,5,5.8,29.0
114900,Whangaparaoa Central,MYRA G PLACE,All,3 or less,5.0,
114900,Whangaparaoa Central,PALM COVE,All,3 or less,3.8,
114900,Whangaparaoa Central,RISHWORTH AVENUE,All,3 or less,5.3,
114900,Whangaparaoa Central,RUTH CRAIG PLACE,All,3 or less,3.0,
114900,Whangaparaoa Central,SANREMO LANE,All,3 or less,5.0,
114900,Whangaparaoa Central,SCOTT ROAD,All,4,3.9,15.4
114900,Whangaparaoa Central,SEAFARER CRESCENT,All,3 or less,6.8,
114900,Whangaparaoa Central,SOMERSET PLACE,All,3 or less,5.0,
114900,Whangaparaoa Central,TI TREE LANE,All,3 or less,7.1,
114900,Whangaparaoa Central,TIROHANGA CRESCENT,All,3 or less,4.6,
114900,Whangaparaoa Central,WADE RIVER ROAD,All,8,5.9,47.5
114900,Whangaparaoa Central,WHANGAPARAOA ROAD,All,4,7.2,28.6
114900,Whangaparaoa Central,WOODRIDGE DRIVE,All,5,5.1,25.3
115000,Kumeu-Huapai, STATE HIGHWAY 16,All,3 or less,11.7,
115000,Kumeu-Huapai,APORO DRIVE,All,3 or less,4.6,
115000,Kumeu-Huapai,ARA KAKARA AVENUE,All,3 or less,4.5,
115000,Kumeu-Huapai,BELLAMONT STREET,All,3 or less,4.6,
115000,Kumeu-Huapai,CROATIA AVENUE,All,3 or less,7.5,
115000,Kumeu-Huapai,ERIC FARLEY DRIVE,All,3 or less,4.6,
115000,Kumeu-Huapai,FRED WHITE DRIVE,All,3 or less,4.8,
115000,Kumeu-Huapai,FRUITLANDS ROAD,All,3 or less,10.0,
115000,Kumeu-Huapai,GEMSCOTT CRESCENT,All,3 or less,4.6,
115000,Kumeu-Huapai,JOSH ROAD,All,5,5.7,28.6
115000,Kumeu-Huapai,KAHIKA GROVE,All,3 or less,4.1,
115000,Kumeu-Huapai,KAURI GROVE DRIVE,All,3 or less,4.6,
115000,Kumeu-Huapai,KOHIA WAY,All,3 or less,7.3,
115000,Kumeu-Huapai,KONOBA AVENUE,All,3 or less,6.3,
115000,Kumeu-Huapai,KRILETICH DRIVE,All,3 or less,5.0,
115000,Kumeu-Huapai,KUAWA DRIVE,All,3 or less,4.6,
115000,Kumeu-Huapai,LARMER DRIVE,All,3 or less,3.7,
115000,Kumeu-Huapai,LOCKYER ROAD,All,3 or less,3.8,
115000,Kumeu-Huapai,MALBEC PLACE,All,3 or less,4.6,
115000,Kumeu-Huapai,MAPLE LANE,All,3 or less,4.3,
115000,Kumeu-Huapai,MATUA ROAD,All,8,4.9,38.9
115000,Kumeu-Huapai,MERLOT HEIGHTS,All,3 or less,5.3,
115000,Kumeu-Huapai,MOEMOEA AVENUE,All,3 or less,8.0,
115000,Kumeu-Huapai,NOBILO ROAD,All,3 or less,6.7,
115000,Kumeu-Huapai,PAIHERE STREET,All,3 or less,5.0,
115000,Kumeu-Huapai,PAPA ORCHARD DRIVE,All,3 or less,5.3,
115000,Kumeu-Huapai,PARLANE DRIVE,All,3 or less,5.1,
115000,Kumeu-Huapai,PINOTAGE PLACE,All,3 or less,4.6,
115000,Kumeu-Huapai,PITITI LANE,All,3 or less,8.0,
115000,Kumeu-Huapai,RAYMOND GRACE AVENUE,All,3 or less,10.0,
115000,Kumeu-Huapai,REMANA CRESCENT,All,5,4.7,23.4
115000,Kumeu-Huapai,RIVERHEAD ROAD,All,3 or less,2.1,
115000,Kumeu-Huapai,SHAMROCK DRIVE,All,3 or less,3.5,
115000,Kumeu-Huapai,SIR LINCOLN DRIVE,All,3 or less,6.3,
115000,Kumeu-Huapai,STATION ROAD,All,5,11.9,59.5
115000,Kumeu-Huapai,SUNNY CRESCENT,All,3 or less,4.0,
115000,Kumeu-Huapai,TAPU ROAD,All,4,6.4,25.6
115000,Kumeu-Huapai,TARRAS ROAD,All,3 or less,5.0,
115000,Kumeu-Huapai,TRIGG ROAD,All,3 or less,7.5,
115000,Kumeu-Huapai,VAN RIXEL DRIVE,All,4,8.2,32.9
115000,Kumeu-Huapai,VINISTRA ROAD,All,3 or less,6.1,
115000,Kumeu-Huapai,VINTNERS CLOSE,All,3 or less,6.0,
115000,Kumeu-Huapai,VINTRY DRIVE,All,3 or less,4.6,
115000,Kumeu-Huapai,WALTER RUDDOCK AVENUE,All,3 or less,4.6,
115000,Kumeu-Huapai,WILL STREET,All,3 or less,4.8,
115000,Kumeu-Huapai,ZADAR STREET,All,3 or less,4.6,
115100,Stanmore Bay East,BONITA AVENUE,All,3 or less,3.0,
115100,Stanmore Bay East,BRIGHTSIDE ROAD,All,3 or less,5.0,
115100,Stanmore Bay East,CLAUDE ROAD,All,3 or less,3.8,
115100,Stanmore Bay East,JOYDON PLACE,All,3 or less,6.0,
115100,Stanmore Bay East,KAURI ROAD,All,3 or less,5.0,
115100,Stanmore Bay East,LANGTON ROAD,All,4,4.3,17.4
115100,Stanmore Bay East,MATAI ROAD,All,3 or less,3.7,
115100,Stanmore Bay East,PALMGREEN COURT,All,3 or less,5.1,
115100,Stanmore Bay East,RIMU ROAD,All,3 or less,5.5,
115100,Stanmore Bay East,STANMORE BAY ROAD,All,3 or less,4.7,
115100,Stanmore Bay East,SURF ROAD,All,5,5.6,27.8
115100,Stanmore Bay East,TE RURU WAY,All,3 or less,6.4,
115100,Stanmore Bay East,TOTARA ROAD,All,3 or less,4.0,
115100,Stanmore Bay East,WAITITIRO RISE,All,4,4.0,16.0
115100,Stanmore Bay East,WHANGAPARAOA ROAD,All,3 or less,2.4,
115200,Manly West,ARDERN AVENUE,All,4,6.5,26.0
115200,Manly West,HOMESTEAD ROAD,All,4,5.0,20.0
115200,Manly West,KENNETH HOPPER PLACE,All,3 or less,4.2,
115200,Manly West,LADIES MILE,All,3 or less,2.5,
115200,Manly West,LAYTON ROAD,All,4,4.5,17.9
115200,Manly West,MONYASH ROAD,All,3 or less,3.0,
115200,Manly West,SHUTTLEWORTH PLACE,All,3 or less,4.3,
115200,Manly West,STANMORE BAY ROAD,All,3 or less,6.0,
115200,Manly West,SWANN BEACH ROAD,All,3 or less,4.8,
115200,Manly West,TOWER HILL,All,3 or less,5.0,
115200,Manly West,WHANGAPARAOA ROAD,All,3 or less,4.4,
115300,Muriwai Valley-Bethells Beach,BETHELLS ROAD,All,8,3.5,28.0
115300,Muriwai Valley-Bethells Beach,CONSTABLE ROAD,All,5,6.4,31.8
115300,Muriwai Valley-Bethells Beach,ERANGI PLACE,All,3 or less,5.2,
115300,Muriwai Valley-Bethells Beach,MURIWAI VALLEY ROAD,All,6,7.0,42.0
115300,Muriwai Valley-Bethells Beach,OAIA ROAD,All,4,7.4,29.6
115300,Muriwai Valley-Bethells Beach,TAIAPA ROAD,All,5,5.1,25.5
115300,Muriwai Valley-Bethells Beach,TAIAPA VALLEY ROAD,All,3 or less,5.0,
115300,Muriwai Valley-Bethells Beach,TASMAN VIEW ROAD,All,3 or less,3.0,
115300,Muriwai Valley-Bethells Beach,VALLEY ROAD,All,3 or less,6.0,
115400,Tindalls-Matakatia,BEAUVOIR AVENUE,All,3 or less,5.5,
115400,Tindalls-Matakatia,BINNACLE RISE,All,3 or less,5.0,
115400,Tindalls-Matakatia,CAPITOL ROAD,All,3 or less,2.3,
115400,Tindalls-Matakatia,CAREEN GROVE,All,3 or less,6.5,
115400,Tindalls-Matakatia,CLAYDEN DRIVE,All,3 or less,10.0,
115400,Tindalls-Matakatia,CROWN ROAD,All,3 or less,5.0,
115400,Tindalls-Matakatia,DE LUEN AVENUE,All,3 or less,3.4,
115400,Tindalls-Matakatia,HOBBS ROAD,All,3 or less,5.5,
115400,Tindalls-Matakatia,JAVELIN CLOSE,All,3 or less,2.0,
115400,Tindalls-Matakatia,LAGUNA PLACE,All,3 or less,6.5,
115400,Tindalls-Matakatia,ROBERTS ROAD,All,8,5.0,40.2
115400,Tindalls-Matakatia,THE CRESCENT,All,5,6.5,32.5
115400,Tindalls-Matakatia,TINDALLS BAY ROAD,All,4,4.8,19.0
115400,Tindalls-Matakatia,TIRI ROAD,All,3 or less,5.0,
115400,Tindalls-Matakatia,WHANGAPARAOA ROAD,All,3 or less,7.0,
115400,Tindalls-Matakatia,ZITA AVENUE,All,3 or less,6.5,
115500,Coatesville, STATE HIGHWAY 17,All,3 or less,12.0,
115500,Coatesville,COATESVILLE HEIGHTS,All,3 or less,15.0,
115500,Coatesville,COATESVILLE-RIVERHEAD HIGHWAY,All,16,6.3,100.5
115500,Coatesville,COLLINGS DRIVE,All,3 or less,6.5,
115500,Coatesville,CROFT LANE,All,3 or less,6.5,
115500,Coatesville,DAIRY FLAT HIGHWAY,All,3 or less,9.0,
115500,Coatesville,DONALDSON DRIVE,All,3 or less,16.1,
115500,Coatesville,ELMORE ROAD,All,3 or less,5.1,
115500,Coatesville,FRUITER LANE,All,3 or less,7.6,
115500,Coatesville,GLENMORE ROAD,All,13,7.3,94.3
115500,Coatesville,GOLDFLATS LANE,All,3 or less,4.0,
115500,Coatesville,HARTWAY GROVE,All,4,9.3,37.3
115500,Coatesville,HOBSON ROAD,All,3 or less,10.0,
115500,Coatesville,LEWIS LANE,All,3 or less,11.0,
115500,Coatesville,MAHOENUI VALLEY ROAD,All,6,14.4,86.4
115500,Coatesville,MCGIVEN PLACE,All,3 or less,6.8,
115500,Coatesville,MILL FLAT ROAD,All,5,8.4,42.0
115500,Coatesville,O'BRIEN ROAD,All,6,6.1,36.8
115500,Coatesville,OAK LANE,All,3 or less,10.0,
115500,Coatesville,POTTER ROAD,All,3 or less,10.0,
115500,Coatesville,RIDGE ROAD,All,7,6.1,43.0
115500,Coatesville,ROBINSON ROAD,All,3 or less,5.0,
115500,Coatesville,SCREEN ROAD,All,5,7.0,34.8
115500,Coatesville,SUNNYSIDE ROAD,All,7,6.9,48.5
115500,Coatesville,THE PROM,All,3 or less,4.0,
115500,Coatesville,WAKE ROAD,All,3 or less,5.0,
115500,Coatesville,WAYMAU LANE,All,3 or less,10.0,
115600,Dairy Flat South,ALBANY HEIGHTS ROAD,All,3 or less,7.5,
115600,Dairy Flat South,ASHWOOD AVENUE,All,3 or less,4.3,
115600,Dairy Flat South,AWANOHI ROAD,All,3 or less,4.3,
115600,Dairy Flat South,DAIRY FLAT HIGHWAY,All,4,8.7,34.6
115600,Dairy Flat South,DUREY ROAD,All,3 or less,30.0,
115600,Dairy Flat South,FOLEY QUARRY ROAD,All,10,5.7,57.4
115600,Dairy Flat South,GOODLAND DRIVE,All,3 or less,3.4,
115600,Dairy Flat South,GREEN ROAD,All,4,7.5,30.0
115600,Dairy Flat South,KENNEDY ROAD,All,5,3.9,19.5
115600,Dairy Flat South,KINGSCLIFF RISE,All,3 or less,6.6,
115600,Dairy Flat South,LONELY TRACK ROAD,All,3 or less,5.4,
115600,Dairy Flat South,MYRA EVELYN GROVE,All,3 or less,10.5,
115600,Dairy Flat South,OAK VALLEY ROAD,All,3 or less,7.5,
115600,Dairy Flat South,POTTER ROAD,All,3 or less,10.0,
115600,Dairy Flat South,RAUTAHI TERRACE,All,4,7.6,30.2
115600,Dairy Flat South,WILSON ROAD,All,3 or less,5.5,
115600,Dairy Flat South,WRIGHT ROAD,All,6,5.1,30.7
115700,Gulf Harbour North,ALEC CRAIG WAY,All,6,8.5,51.1
115700,Gulf Harbour North,ALVERNA HEIGHTS VIEW,All,3 or less,3.0,
115700,Gulf Harbour North,ASTROLABE PLACE,All,3 or less,4.1,
115700,Gulf Harbour North,BURWOOD TERRACE,All,3 or less,4.6,
115700,Gulf Harbour North,CASTAWAY PLACE,All,3 or less,5.3,
115700,Gulf Harbour North,CLEA VIEW,All,3 or less,2.1,
115700,Gulf Harbour North,COMMODORE COURT,All,3 or less,4.8,
115700,Gulf Harbour North,DACRE GROVE,All,3 or less,5.0,
115700,Gulf Harbour North,DURVILLE PLACE,All,3 or less,8.0,
115700,Gulf Harbour North,GULF HARBOUR DRIVE,All,3 or less,4.0,
115700,Gulf Harbour North,KEEPERS DRIVE,All,3 or less,3.7,
115700,Gulf Harbour North,KENSINGTON TERRACE,All,3 or less,5.0,
115700,Gulf Harbour North,MARINER DRIVE,All,3 or less,1.7,
115700,Gulf Harbour North,MAYLEE CRESCENT,All,3 or less,4.0,
115700,Gulf Harbour North,REGENCY PARK DRIVE,All,6,5.3,31.5
115700,Gulf Harbour North,SIESTA TERRACE,All,3 or less,4.8,
115700,Gulf Harbour North,THE RISE,All,3 or less,3.2,
115700,Gulf Harbour North,WHANGAPARAOA ROAD,All,3 or less,3.7,
115800,Manly East,BRANDON ROAD,All,3 or less,3.6,
115800,Manly East,BRIXTON ROAD,All,4,4.1,16.4
115800,Manly East,BROWN STREET,All,3 or less,5.5,
115800,Manly East,EAST AVENUE,All,3 or less,3.0,
115800,Manly East,LADIES MILE,All,3 or less,4.8,
115800,Manly East,LAURENCE STREET,All,6,8.7,52.0
115800,Manly East,MANLY PARK AVENUE,All,3 or less,5.9,
115800,Manly East,MOTUORA ROAD,All,3 or less,3.7,
115800,Manly East,MOTUTAPU AVENUE,All,3 or less,2.0,
115800,Manly East,RAKINO AVENUE,All,3 or less,5.0,
115800,Manly East,RAWHITI ROAD,All,6,5.1,30.7
115800,Manly East,SOUTH AVENUE,All,3 or less,1.7,
115800,Manly East,SPINNAKER POINT,All,3 or less,5.0,
115800,Manly East,SUNDOWN AVENUE,All,3 or less,5.0,
115800,Manly East,THE CIRCLE,All,7,4.9,34.5
115800,Manly East,THE ESPLANADE,All,3 or less,10.0,
115800,Manly East,TIRI ROAD,All,6,4.5,27.2
115800,Manly East,WHANGAPARAOA ROAD,All,6,4.5,26.8
115800,Manly East,ZEALANDIA ROAD,All,4,5.7,22.8
115900,Riverhead,ALBERT STREET,All,3 or less,2.4,
115900,Riverhead,ALEXANDRA STREET,All,3 or less,12.0,
115900,Riverhead,ALICE STREET,All,3 or less,2.5,
115900,Riverhead,CAMBRIDGE ROAD,All,4,3.2,12.8
115900,Riverhead,COATESVILLE-RIVERHEAD HIGHWAY,All,3 or less,4.1,
115900,Riverhead,COBBLERS LANE,All,3 or less,5.3,
115900,Riverhead,CRABB FIELDS LANE,All,3 or less,2.0,
115900,Riverhead,DINNING ROAD,All,3 or less,7.5,
115900,Riverhead,ELLIOT STREET,All,5,5.5,27.7
115900,Riverhead,FLOYD ROAD,All,3 or less,3.7,
115900,Riverhead,GREAT NORTH ROAD,All,3 or less,4.6,
115900,Riverhead,JELAS DRIVE,All,6,4.6,27.6
115900,Riverhead,KAIPARA PORTAGE ROAD,All,3 or less,5.0,
115900,Riverhead,KENT TERRACE,All,3 or less,6.5,
115900,Riverhead,LEEBANK CRESCENT,All,5,5.9,29.6
115900,Riverhead,MAUDE STREET,All,3 or less,3.3,
115900,Riverhead,MILL GROVE,All,3 or less,3.5,
115900,Riverhead,MUNFORD LANE,All,3 or less,4.6,
115900,Riverhead,NIKAU WAY,All,3 or less,2.8,
115900,Riverhead,ORCHARD TERRACE,All,3 or less,5.0,
115900,Riverhead,PITOITOI DRIVE,All,3 or less,10.0,
115900,Riverhead,POHUTUKAWA PARADE,All,11,6.3,69.5
115900,Riverhead,PRINCES STREET,All,3 or less,3.0,
115900,Riverhead,QUEEN STREET,All,3 or less,3.9,
115900,Riverhead,RIVERHEAD POINT DRIVE,All,3 or less,8.3,
115900,Riverhead,RIVERHEAD ROAD,All,3 or less,5.4,
115900,Riverhead,SCHOOL ROAD,All,3 or less,5.3,
115900,Riverhead,TAUWAKA CRESCENT,All,3 or less,3.0,
115900,Riverhead,THE LANDING,All,3 or less,8.0,
115900,Riverhead,TURPIN ROAD,All,3 or less,3.5,
115900,Riverhead,WALNUT ROAD,All,4,6.0,24.0
115900,Riverhead,WAUTAITI DRIVE,All,3 or less,5.9,
115900,Riverhead,YORK TERRACE,All,3 or less,5.0,
116000,Army Bay,DOUBLE BAY PLACE,All,3 or less,7.0,
116000,Army Bay,EVERARD AVENUE,All,3 or less,3.6,
116000,Army Bay,FISHERMANS COVE,All,3 or less,4.6,
116000,Army Bay,KOTANUI AVENUE,All,3 or less,4.7,
116000,Army Bay,PACIFIC PARADE,All,11,5.5,61.0
116000,Army Bay,SHAKESPEAR ROAD,All,3 or less,4.8,
116000,Army Bay,WHANGAPARAOA ROAD,All,5,3.7,18.3
116100,Kumeu Rural East, STATE HIGHWAY 16,All,3 or less,9.3,
116100,Kumeu Rural East,BALTHAZAR ROAD,All,3 or less,5.0,
116100,Kumeu Rural East,BOORD CRESCENT,All,3 or less,4.0,
116100,Kumeu Rural East,BRIGHAM LANE,All,3 or less,10.0,
116100,Kumeu Rural East,BROADWOOD RISE,All,3 or less,4.0,
116100,Kumeu Rural East,COOPERAGE AVENUE,All,3 or less,4.6,
116100,Kumeu Rural East,DEACON ROAD,All,4,7.8,31.2
116100,Kumeu Rural East,JEROBOAM LOOP,All,4,5.7,22.7
116100,Kumeu Rural East,KORAHA ROAD,All,3 or less,6.8,
116100,Kumeu Rural East,MOONTIDE ROAD,All,3 or less,4.5,
116100,Kumeu Rural East,OLD NORTH ROAD,All,3 or less,5.0,
116100,Kumeu Rural East,OLD RAILWAY ROAD,All,3 or less,17.5,
116100,Kumeu Rural East,ORAHA ROAD,All,8,6.8,54.0
116100,Kumeu Rural East,RESERVA CRESCENT,All,3 or less,3.7,
116100,Kumeu Rural East,RIVERHEAD ROAD,All,3 or less,4.9,
116100,Kumeu Rural East,STATE HIGHWAY 16,All,3 or less,4.3,
