StatisticalArea2Code,StatisticalArea2Name,PhysicalAddressStreet,MarketSegment,ICPs,GenerationCapacityKilowattsAvg,GenerationCapacityKilowattsSum
100100,North Cape,BURNAGE ROAD,Res,3 or less,5.5,
100100,North Cape,EVERITT ROAD,Res,3 or less,3.8,
100100,North Cape,FAR NORTH ROAD,Res,21,5.7,119.6
100100,North Cape,FITZGERALD ROAD,Res,3 or less,5.5,
100100,North Cape,HENDERSON BAY ROAD,Res,3 or less,5.0,
100100,North Cape,HOUHORA HEADS ROAD,Res,3 or less,7.6,
100100,North Cape,HUKATERE ROAD,Res,3 or less,3.3,
100100,North Cape,LAMB ROAD,Res,3 or less,5.5,
100100,North Cape,MAY ROAD,Res,3 or less,5.0,
100100,North Cape,MCMANUS ROAD,Res,3 or less,4.1,
100100,North Cape,NGATAKI ROAD,Res,3 or less,5.1,
100100,North Cape,PINE BLOCK ROAD,Res,3 or less,3.1,
100100,North Cape,STATE HIGHWAY 1,Res,3 or less,5.0,
100100,North Cape,STATE HIGHWAY 1F,Res,36,5.2,185.9
100100,North Cape,TE AHU ROAD,Res,5,5.3,26.6
100100,North Cape,TE HAPUA ROAD,Res,6,4.0,24.0
100100,North Cape,TE RAWHITIROA ROAD,Res,3 or less,5.0,
100100,North Cape,VIEW LANE,Res,3 or less,5.0,
100100,North Cape,WAGENER GROVE,Res,3 or less,5.3,
100100,North Cape,WATERFRONT ROAD,Res,3 or less,19.9,
100100,North Cape,WHALERS ROAD,Res,4,6.0,24.0
100200,Rangaunu Harbour,CHURCH ROAD,Res,3 or less,10.0,
100200,Rangaunu Harbour,DICK SMITH LOOP ROAD,Res,3 or less,10.0,
100200,Rangaunu Harbour,DOEL ROAD,Res,3 or less,5.0,
100200,Rangaunu Harbour,FAR NORTH ROAD,Res,3 or less,4.0,
100200,Rangaunu Harbour,GILL ROAD,Res,3 or less,5.6,
100200,Rangaunu Harbour,IMMS ROAD,Res,3 or less,5.5,
100200,Rangaunu Harbour,KAIMAUMAU ROAD,Res,3 or less,3.0,
100200,Rangaunu Harbour,KUMI ROAD,Res,3 or less,4.5,
100200,Rangaunu Harbour,LAKE NGATU ROAD,Res,3 or less,5.0,
100200,Rangaunu Harbour,MANGATETE HEIGHTS,Res,3 or less,9.0,
100200,Rangaunu Harbour,MANGATETE HEIGHTS ROAD,Res,3 or less,4.0,
100200,Rangaunu Harbour,NGAKAPUA ROAD,Res,3 or less,6.7,
100200,Rangaunu Harbour,PAIRATAHI ROAD,Res,3 or less,9.0,
100200,Rangaunu Harbour,PAPARORE ROAD,Res,3 or less,2.0,
100200,Rangaunu Harbour,QUARRY ROAD,Res,4,7.3,29.0
100200,Rangaunu Harbour,RATA STREET,Res,3 or less,3.5,
100200,Rangaunu Harbour,RONAS PLACE,Res,3 or less,5.5,
100200,Rangaunu Harbour,SPAINS ROAD,Res,4,6.5,26.0
100200,Rangaunu Harbour,STATE HIGHWAY 1,Res,3 or less,8.0,
100200,Rangaunu Harbour,STATE HIGHWAY 10,Res,6,4.5,26.8
100200,Rangaunu Harbour,STATE HIGHWAY 1F,Res,4,6.1,24.5
100200,Rangaunu Harbour,SULENTA LOOP ROAD,Res,3 or less,6.6,
100200,Rangaunu Harbour,SWEETWATER ROAD,Res,3 or less,7.6,
100200,Rangaunu Harbour,TURK VALLEY ROAD,Res,3 or less,3.0,
100200,Rangaunu Harbour,UNAHI ROAD,Res,3 or less,7.0,
100200,Rangaunu Harbour,WAIMANONI ROAD,Res,3 or less,5.0,
100200,Rangaunu Harbour,WEST COAST ROAD,Res,9,5.0,44.7
100200,Rangaunu Harbour,WEST ROAD,Res,3 or less,4.8,
100400,Karikari Peninsula,AKEAKE CRESCENT,Res,3 or less,4.2,
100400,Karikari Peninsula,BANYAN ROAD,Res,3 or less,5.0,
100400,Karikari Peninsula,BAY HEIGHTS DRIVE,Res,3 or less,6.0,
100400,Karikari Peninsula,CARRINGTON DRIVE,Res,3 or less,9.0,
100400,Karikari Peninsula,DICK URLICH ROAD,Res,3 or less,6.0,
100400,Karikari Peninsula,DOUBTLESS BAY DRIVE,Res,3 or less,10.0,
100400,Karikari Peninsula,GILLIES ROAD,Res,3 or less,10.0,
100400,Karikari Peninsula,INLAND ROAD,Res,11,5.4,59.6
100400,Karikari Peninsula,LINDSEY WAY,Res,3 or less,10.0,
100400,Karikari Peninsula,MARREINE PLACE,Res,3 or less,4.5,
100400,Karikari Peninsula,MELISSA ROAD,Res,3 or less,9.0,
100400,Karikari Peninsula,PEKERAU ROAD,Res,3 or less,3.0,
100400,Karikari Peninsula,PEREHIPE ROAD,Res,3 or less,5.0,
100400,Karikari Peninsula,PUKEWHAI ROAD,Res,3 or less,5.3,
100400,Karikari Peninsula,RANGIPUTA ROAD,Res,3 or less,6.5,
100400,Karikari Peninsula,SIMON URLICH ROAD,Res,4,5.5,22.0
100400,Karikari Peninsula,SIMPSON ROAD,Res,3 or less,17.2,
100400,Karikari Peninsula,STATE HIGHWAY 10,Res,3 or less,6.8,
100400,Karikari Peninsula,TE RANGINUI PLACE,Res,3 or less,6.0,
100400,Karikari Peninsula,TOKERAU BEACH ROAD,Res,4,4.5,18.2
100400,Karikari Peninsula,TUITONGA ROAD,Res,3 or less,6.0,
100400,Karikari Peninsula,WHATUWHIWHI ROAD,Res,3 or less,4.2,
100500,Tangonge,AHIPARA ROAD,Res,3 or less,4.0,
100500,Tangonge,AWAROA ROAD,Res,3 or less,3.0,
100500,Tangonge,BONNETT ROAD,Res,3 or less,5.0,
100500,Tangonge,BRASS ROAD,Res,3 or less,4.0,
100500,Tangonge,KAITAIA-AWAROA ROAD,Res,6,4.6,27.8
100500,Tangonge,MASTERS ACCESS ROAD,Res,3 or less,4.7,
100500,Tangonge,OKAHU DOWNS DRIVE,Res,3 or less,5.5,
100500,Tangonge,OKAHU ROAD,Res,4,5.1,20.4
100500,Tangonge,PUCKEY ROAD,Res,3 or less,6.0,
100500,Tangonge,PUKEPOTO ROAD,Res,4,5.5,21.8
100500,Tangonge,ROMA ROAD,Res,3 or less,3.0,
100500,Tangonge,TANGONGE ROAD,Res,3 or less,5.0,
100500,Tangonge,WIRELESS ROAD,Res,4,6.4,25.7
100600,Ahipara,FORESHORE ROAD,Res,4,3.9,15.6
100600,Ahipara,GUMFIELDS ROAD,Res,3 or less,4.0,
100600,Ahipara,KAKA STREET,Res,3 or less,4.4,
100600,Ahipara,KAKAPO STREET,Res,5,5.0,25.0
100600,Ahipara,KARAWAKA STREET,Res,3 or less,6.0,
100600,Ahipara,KOKOPU STREET,Res,3 or less,5.3,
100600,Ahipara,KORORA STREET,Res,3 or less,4.0,
100600,Ahipara,KOTARE STREET,Res,3 or less,8.0,
100600,Ahipara,MOA STREET,Res,3 or less,5.0,
100600,Ahipara,REEF VIEW ROAD,Res,4,5.3,21.0
100600,Ahipara,TAKAHE ROAD,Res,4,4.6,18.6
100600,Ahipara,TASMAN HEIGHTS ROAD,Res,8,5.7,45.6
100600,Ahipara,WEKA STREET,Res,3 or less,2.2,
100600,Ahipara,WHARO WAY,Res,3 or less,5.0,
100700,Kaitaia East,COMMERCE STREET,Res,3 or less,14.0,
100700,Kaitaia East,DONALD ROAD,Res,3 or less,5.0,
100700,Kaitaia East,MATILDA PLACE,Res,3 or less,5.0,
100700,Kaitaia East,MISSION PLACE,Res,3 or less,7.0,
100700,Kaitaia East,NORTH ROAD,Res,3 or less,3.2,
100700,Kaitaia East,PARKDALE CRESCENT,Res,3 or less,4.2,
100700,Kaitaia East,PUCKEY AVENUE,Res,3 or less,4.0,
100700,Kaitaia East,RONGOPAI PLACE,Res,3 or less,9.0,
100700,Kaitaia East,TE AHU STREET,Res,3 or less,5.0,
100800,Kaitaia West,BONNETT ROAD,Res,3 or less,6.0,
100800,Kaitaia West,FOLEY STREET,Res,3 or less,5.0,
100800,Kaitaia West,GRIGG STREET,Res,3 or less,5.6,
100800,Kaitaia West,JAMIESON ROAD,Res,5,4.2,21.0
100800,Kaitaia West,KOHUHU STREET,Res,3 or less,4.0,
100800,Kaitaia West,LAKE ROAD,Res,3 or less,5.0,
100800,Kaitaia West,MASFEN TERRACE,Res,3 or less,6.2,
100800,Kaitaia West,OHOTU WAY,Res,8,5.0,40.0
100800,Kaitaia West,OKAHU ROAD,Res,3 or less,5.3,
100800,Kaitaia West,PUKEPOTO ROAD,Res,3 or less,5.0,
100800,Kaitaia West,PURIRI PLACE,Res,3 or less,5.0,
100800,Kaitaia West,REDAN ROAD,Res,3 or less,4.6,
100800,Kaitaia West,SOUTH ROAD,Res,3 or less,5.0,
100800,Kaitaia West,SUMMERVILLE AVENUE,Res,3 or less,6.0,
100800,Kaitaia West,TAUPATA PLACE,Res,3 or less,3.7,
100800,Kaitaia West,TE MAIRE AVENUE,Res,3 or less,5.0,
100800,Kaitaia West,VEGAR STREET,Res,3 or less,6.0,
100800,Kaitaia West,WILLIAMS STREET,Res,3 or less,5.0,
100900,Rangitihi,CHURCH ROAD,Res,5,4.7,23.5
100900,Rangitihi,FRYER ROAD,Res,3 or less,5.0,
100900,Rangitihi,HILLCREST ROAD,Res,3 or less,5.0,
100900,Rangitihi,OTURU ROAD,Res,3 or less,4.7,
100900,Rangitihi,RUAROA ROAD,Res,3 or less,5.6,
100900,Rangitihi,STATE HIGHWAY 1,Res,9,4.5,40.4
101000,Oruru-Parapara,ARKLES WAY,Res,3 or less,5.3,
101000,Oruru-Parapara,CABLE BAY BLOCK ROAD,Res,3 or less,5.0,
101000,Oruru-Parapara,KOHUMARU ROAD,Res,3 or less,3.7,
101000,Oruru-Parapara,OLIVE VIEW HEIGHTS DRIVE,Res,3 or less,5.0,
101000,Oruru-Parapara,ORURU ROAD,Res,3 or less,5.3,
101000,Oruru-Parapara,PARANUI ROAD,Res,3 or less,6.0,
101000,Oruru-Parapara,PARAPARA -TOATOA ROAD,Res,3 or less,6.0,
101000,Oruru-Parapara,PARAPARA ROAD,Res,3 or less,3.0,
101000,Oruru-Parapara,PARAPARA-TOATOA ROAD,Res,4,4.7,18.7
101000,Oruru-Parapara,PARIRI ROAD,Res,3 or less,3.6,
101000,Oruru-Parapara,TAIPA HEIGHTS DRIVE,Res,4,6.6,26.4
101000,Oruru-Parapara,TAIPA TIDES DRIVE,Res,3 or less,3.2,
101000,Oruru-Parapara,TAIPA VIEW ROAD,Res,5,5.6,27.8
101000,Oruru-Parapara,TAYLOR ROAD,Res,3 or less,6.0,
101100,Taumarumaru,ADAMSON ROAD,Res,3 or less,6.3,
101100,Taumarumaru,AMELIE PLACE,Res,3 or less,8.0,
101100,Taumarumaru,BANKSIA ROAD,Res,3 or less,2.4,
101100,Taumarumaru,BAY VIEW ROAD,Res,3 or less,5.0,
101100,Taumarumaru,BAYSIDE DRIVE,Res,3 or less,11.0,
101100,Taumarumaru,BEACH ROAD,Res,3 or less,3.1,
101100,Taumarumaru,BERGHAN ROAD,Res,3 or less,8.0,
101100,Taumarumaru,BRAEMAR AVENUE,Res,3 or less,4.4,
101100,Taumarumaru,BUSH POINT ROAD,Res,3 or less,3.8,
101100,Taumarumaru,CABLE BAY BLOCK ROAD,Res,4,5.7,23.0
101100,Taumarumaru,CHRISTINE DRIVE,Res,3 or less,5.0,
101100,Taumarumaru,COACHMANS WAY,Res,3 or less,4.0,
101100,Taumarumaru,COLONEL MOULD DRIVE,Res,3 or less,5.7,
101100,Taumarumaru,DUDLEY CRESCENT,Res,3 or less,8.2,
101100,Taumarumaru,EAGLES WAY,Res,6,4.0,24.1
101100,Taumarumaru,FLAME TREE LANE,Res,3 or less,4.5,
101100,Taumarumaru,FRANGIPANI STREET,Res,3 or less,3.5,
101100,Taumarumaru,FRAZER PLACE,Res,3 or less,6.0,
101100,Taumarumaru,FREAR RISE,Res,3 or less,5.0,
101100,Taumarumaru,GEORGE STREET,Res,3 or less,5.0,
101100,Taumarumaru,GREY STREET,Res,3 or less,4.9,
101100,Taumarumaru,HERETAUNGA CRESCENT,Res,3 or less,4.0,
101100,Taumarumaru,HIBISCUS AVENUE,Res,3 or less,5.0,
101100,Taumarumaru,KOTARE DRIVE,Res,3 or less,6.0,
101100,Taumarumaru,KUPE ROAD,Res,3 or less,7.5,
101100,Taumarumaru,LORI LANE,Res,5,4.4,22.2
101100,Taumarumaru,MABEL THORBURN PLACE,Res,3 or less,2.5,
101100,Taumarumaru,MAGNOLIA DRIVE,Res,3 or less,3.8,
101100,Taumarumaru,MAHOE LANE,Res,3 or less,4.0,
101100,Taumarumaru,MELODY LANE,Res,3 or less,5.8,
101100,Taumarumaru,MIDGARD ROAD,Res,5,7.0,35.1
101100,Taumarumaru,MILL BAY ROAD,Res,4,4.9,19.7
101100,Taumarumaru,MOREY ROAD,Res,3 or less,6.0,
101100,Taumarumaru,NANCY WAKE PLACE,Res,3 or less,4.5,
101100,Taumarumaru,OCEAN VIEW ROAD,Res,3 or less,6.5,
101100,Taumarumaru,ODEN HILL,Res,3 or less,6.3,
101100,Taumarumaru,OPOI LANE,Res,3 or less,5.0,
101100,Taumarumaru,PEKAMA DRIVE,Res,3 or less,10.0,
101100,Taumarumaru,POHUTUKAWA DRIVE,Res,3 or less,8.0,
101100,Taumarumaru,POWELLS ROAD,Res,3 or less,5.5,
101100,Taumarumaru,RICHMOND ROAD,Res,3 or less,3.2,
101100,Taumarumaru,SEASCAPE LANE,Res,3 or less,5.0,
101100,Taumarumaru,SEAVIEW ROAD,Res,3 or less,1.0,
101100,Taumarumaru,SILVER EGG ROAD,Res,3 or less,5.0,
101100,Taumarumaru,SPICER ROAD,Res,3 or less,8.5,
101100,Taumarumaru,STATE HIGHWAY 10,Res,15,6.4,95.5
101100,Taumarumaru,STRATFORD DRIVE,Res,6,4.4,26.2
101100,Taumarumaru,SUNRISE PLACE,Res,3 or less,3.0,
101100,Taumarumaru,TAIPA POINT ROAD,Res,3 or less,2.0,
101100,Taumarumaru,TORSBY ROAD,Res,3 or less,5.0,
101100,Taumarumaru,TURVEY ROAD,Res,5,4.8,24.0
101100,Taumarumaru,VIDAR WAY,Res,3 or less,5.0,
101100,Taumarumaru,WATERFRONT DRIVE,Res,3 or less,1.7,
101100,Taumarumaru,WRATHALL ROAD,Res,3 or less,5.0,
101200,Herekino-Takahue,AWAROA ROAD,Res,3 or less,2.0,
101200,Herekino-Takahue,CRENE ROAD,Res,3 or less,1.6,
101200,Herekino-Takahue,DIGGERS VALLEY ROAD,Res,6,5.9,35.7
101200,Herekino-Takahue,KAITAIA-AWAROA ROAD,Res,3 or less,4.0,
101200,Herekino-Takahue,OROWHANA ROAD,Res,3 or less,5.0,
101200,Herekino-Takahue,STATE HIGHWAY 1,Res,3 or less,4.5,
101200,Herekino-Takahue,TAKAHUE ROAD,Res,7,3.7,25.7
101200,Herekino-Takahue,TAKAHUE SADDLE ROAD,Res,3 or less,6.0,
101200,Herekino-Takahue,TE RORE ROAD,Res,3 or less,2.1,
101200,Herekino-Takahue,WAIOTEHUE ROAD,Res,3 or less,5.5,
101200,Herekino-Takahue,WHANGAPE ROAD,Res,3 or less,2.0,
101300,Peria,ATKINSON ROAD,Res,3 or less,5.0,
101300,Peria,CHAMPION ROAD,Res,3 or less,5.0,
101300,Peria,CHURCH ROAD,Res,3 or less,3.8,
101300,Peria,DUNCAN ROAD,Res,3 or less,4.0,
101300,Peria,DYKIN ROAD,Res,3 or less,5.5,
101300,Peria,EDWARDS ROAD,Res,3 or less,4.0,
101300,Peria,FERN FLAT ROAD,Res,3 or less,5.0,
101300,Peria,HONEYMOON VALLEY ROAD,Res,3 or less,4.7,
101300,Peria,KOHUMARU ROAD,Res,3 or less,10.0,
101300,Peria,MANGATOETOE ROAD,Res,3 or less,3.8,
101300,Peria,ORURU ROAD,Res,3 or less,6.2,
101300,Peria,PANTHER ROAD,Res,3 or less,4.0,
101300,Peria,PERIA ROAD,Res,3 or less,6.2,
101300,Peria,PERIA VALLEY ROAD,Res,3 or less,4.0,
101300,Peria,SHEPHERD ROAD,Res,3 or less,5.0,
101300,Peria,STATE HIGHWAY 1,Res,3 or less,6.0,
101300,Peria,WELLS ROAD,Res,3 or less,4.7,
101400,Taemaro-Oruaiti,BACKRIVER ROAD,Res,3 or less,10.0,
101400,Taemaro-Oruaiti,COMPASS COVE,Res,3 or less,4.0,
101400,Taemaro-Oruaiti,CONAGLEN ROAD,Res,3 or less,5.0,
101400,Taemaro-Oruaiti,DANGEN ROAD,Res,3 or less,10.0,
101400,Taemaro-Oruaiti,FAIRWINDS PLACE,Res,3 or less,2.0,
101400,Taemaro-Oruaiti,FOSTERS ROAD,Res,3 or less,5.3,
101400,Taemaro-Oruaiti,FRANTOIO RIDGE ROAD,Res,3 or less,6.0,
101400,Taemaro-Oruaiti,HIHI ROAD,Res,8,5.7,45.7
101400,Taemaro-Oruaiti,HOBBS ROAD,Res,3 or less,3.3,
101400,Taemaro-Oruaiti,LECCINO VALLEY ROAD,Res,4,6.5,25.8
101400,Taemaro-Oruaiti,MARCHANT ROAD,Res,3 or less,3.0,
101400,Taemaro-Oruaiti,MIDGLEY ROAD,Res,4,6.8,27.0
101400,Taemaro-Oruaiti,OMATAI ROAD,Res,3 or less,5.0,
101400,Taemaro-Oruaiti,PENINSULA PARADE,Res,3 or less,7.0,
101400,Taemaro-Oruaiti,SAWYER ROAD,Res,3 or less,5.0,
101400,Taemaro-Oruaiti,STATE HIGHWAY 10,Res,11,5.6,61.1
101400,Taemaro-Oruaiti,TIPATIPA ROAD,Res,3 or less,6.0,
101400,Taemaro-Oruaiti,WILSON WAY,Res,3 or less,6.0,
101500,Whakapaku,AIRSTRIP ROAD,Res,3 or less,5.0,
101500,Whakapaku,GANGWAY ROAD,Res,3 or less,4.0,
101500,Whakapaku,MARLIN DRIVE,Res,3 or less,3.9,
101500,Whakapaku,OTANGAROA ROAD,Res,3 or less,4.5,
101500,Whakapaku,STATE HIGHWAY 10,Res,3 or less,3.7,
101500,Whakapaku,TARATARA ROAD,Res,3 or less,3.8,
101500,Whakapaku,TAUPO BAY ROAD,Res,3 or less,6.7,
101500,Whakapaku,TOTARA NORTH ROAD,Res,4,5.8,23.0
101500,Whakapaku,TUNA PLACE,Res,3 or less,3.8,
101500,Whakapaku,WAIHAPA ROAD,Res,3 or less,8.0,
101600,Hokianga North,AWAROA ROAD,Res,3 or less,5.0,
101600,Hokianga North,MATAWERA ROAD,Res,3 or less,5.0,
101600,Hokianga North,PAWARENGA ROAD,Res,3 or less,4.0,
101600,Hokianga North,TE KARAKA ROAD,Res,3 or less,3.6,
101600,Hokianga North,WEST COAST ROAD,Res,5,5.1,25.6
101700,Kohukohu-Broadwood,CHURCH STREET,Res,3 or less,2.7,
101700,Kohukohu-Broadwood,GROUNDS ROAD,Res,3 or less,8.1,
101700,Kohukohu-Broadwood,KAUAPEPE ROAD,Res,3 or less,5.0,
101700,Kohukohu-Broadwood,KOHUKOHU ROAD,Res,3 or less,4.0,
101700,Kohukohu-Broadwood,MANGAMUKA ROAD,Res,3 or less,10.0,
101700,Kohukohu-Broadwood,OLD BEACH ROAD,Res,3 or less,5.5,
101700,Kohukohu-Broadwood,PAPONGA ROAD,Res,3 or less,5.2,
101700,Kohukohu-Broadwood,POTTER STREET,Res,3 or less,6.0,
101700,Kohukohu-Broadwood,RAKAUTAPU ROAD,Res,3 or less,4.4,
101700,Kohukohu-Broadwood,SMITHS DEVIATION ROAD,Res,3 or less,3.6,
101700,Kohukohu-Broadwood,TAKAHUE SADDLE ROAD,Res,3 or less,5.1,
101700,Kohukohu-Broadwood,WEST COAST ROAD,Res,3 or less,5.0,
101700,Kohukohu-Broadwood,YARBOROUGH STREET,Res,3 or less,2.6,
101800,Whakarara,HUIA ROAD,Res,3 or less,5.0,
101800,Whakarara,JB SMITH WAY,Res,3 or less,5.0,
101800,Whakarara,KENT STREET,Res,3 or less,2.7,
101800,Whakarara,LEWER ROAD,Res,3 or less,6.0,
101800,Whakarara,MAHINEPUA ROAD,Res,3 or less,9.0,
101800,Whakarara,MATAURI BAY ROAD,Res,6,4.5,27.1
101800,Whakarara,MCGEE ROAD,Res,3 or less,4.5,
101800,Whakarara,OLD HOSPITAL ROAD,Res,4,5.5,22.1
101800,Whakarara,OTA POINT ROAD,Res,3 or less,5.7,
101800,Whakarara,PORTERS ACCESS ROAD,Res,3 or less,3.6,
101800,Whakarara,RHODES WAY,Res,3 or less,5.0,
101800,Whakarara,RIWHI WAY,Res,3 or less,5.0,
101800,Whakarara,RUATO ROAD,Res,3 or less,8.0,
101800,Whakarara,STATE HIGHWAY 10,Res,3 or less,3.9,
101800,Whakarara,TAURANGA BAY ROAD,Res,4,5.5,22.0
101800,Whakarara,TE TAPUI ROAD,Res,3 or less,4.0,
101800,Whakarara,WAINUI ROAD,Res,17,4.9,83.4
101800,Whakarara,WAINUI VALLEY ROAD,Res,3 or less,6.0,
101800,Whakarara,WHANGAROA ROAD,Res,3 or less,3.0,
101900,Kaeo,COPPERMINE ROAD,Res,3 or less,6.3,
101900,Kaeo,DIP ROAD,Res,3 or less,4.3,
101900,Kaeo,JURY ROAD,Res,3 or less,6.0,
101900,Kaeo,MANGAMANIHI ROAD,Res,3 or less,5.0,
101900,Kaeo,MARTIN ROAD,Res,3 or less,10.0,
101900,Kaeo,OMAUNU ROAD,Res,5,4.5,22.6
101900,Kaeo,PUNGAERE ROAD,Res,3 or less,2.7,
101900,Kaeo,PUPUKE MANGAPA ROAD,Res,3 or less,3.7,
101900,Kaeo,STATE HIGHWAY 10,Res,5,4.6,22.9
101900,Kaeo,TOPPS ACCESS ROAD,Res,3 or less,3.4,
101900,Kaeo,TURNER STREET,Res,3 or less,6.2,
101900,Kaeo,WAIARE ROAD,Res,7,3.9,27.3
102000,Omahuta Forest-Horeke,ABRAHAM ROAD,Res,3 or less,5.0,
102000,Omahuta Forest-Horeke,COOK ROAD,Res,3 or less,10.0,
102000,Omahuta Forest-Horeke,CRALLAN ROAD,Res,3 or less,5.0,
102000,Omahuta Forest-Horeke,FOREST ROAD,Res,3 or less,3.7,
102000,Omahuta Forest-Horeke,HAPPY VALLEY ROAD,Res,3 or less,2.5,
102000,Omahuta Forest-Horeke,HOREKE ROAD,Res,6,3.7,22.3
102000,Omahuta Forest-Horeke,HUTOIA ROADWAY,Res,3 or less,3.7,
102000,Omahuta Forest-Horeke,MANGATARAIRE ROAD,Res,3 or less,6.0,
102000,Omahuta Forest-Horeke,MOTUKIORE ROAD,Res,3 or less,6.0,
102000,Omahuta Forest-Horeke,ORIRA ROAD,Res,3 or less,2.6,
102000,Omahuta Forest-Horeke,POIEKE ROAD,Res,3 or less,5.0,
102000,Omahuta Forest-Horeke,RAHIRI ROAD,Res,5,3.6,18.1
102000,Omahuta Forest-Horeke,RANGIAHUA ROAD,Res,3 or less,4.3,
102000,Omahuta Forest-Horeke,STATE HIGHWAY 1,Res,3 or less,3.9,
102000,Omahuta Forest-Horeke,TE TIO ROAD,Res,3 or less,4.7,
102000,Omahuta Forest-Horeke,UMAWERA SCHOOL ROAD,Res,3 or less,1.5,
102000,Omahuta Forest-Horeke,WHITE ROAD,Res,3 or less,6.0,
102100,Hokianga South,BRINDLE ROAD,Res,3 or less,5.0,
102100,Hokianga South,CABBAGE TREE BAY ROAD,Res,3 or less,5.0,
102100,Hokianga South,DE THIERRY STREET,Res,3 or less,4.2,
102100,Hokianga South,DUDDY ROAD,Res,3 or less,5.3,
102100,Hokianga South,GUNDRY STREET,Res,3 or less,6.0,
102100,Hokianga South,HIVE ROAD,Res,3 or less,4.0,
102100,Hokianga South,HONEY STREET,Res,3 or less,5.0,
102100,Hokianga South,JAMIESON ROAD,Res,3 or less,1.7,
102100,Hokianga South,KOUTU LOOP ROAD,Res,4,3.9,15.4
102100,Hokianga South,KOUTU POINT ROAD,Res,3 or less,5.0,
102100,Hokianga South,MANNING STREET,Res,4,3.3,13.3
102100,Hokianga South,MARINER STREET,Res,3 or less,4.5,
102100,Hokianga South,MOUNTAIN ROAD,Res,3 or less,2.0,
102100,Hokianga South,NIMMO STREET,Res,3 or less,7.3,
102100,Hokianga South,PARNELL STREET,Res,4,2.3,9.2
102100,Hokianga South,STATE HIGHWAY 12,Res,4,2.8,11.1
102100,Hokianga South,TAPP ROAD,Res,3 or less,6.0,
102100,Hokianga South,WAIHOTU ROAD,Res,3 or less,5.0,
102100,Hokianga South,WAIONE ROAD,Res,3 or less,1.7,
102100,Hokianga South,WELLSFORD ROAD,Res,3 or less,4.4,
102100,Hokianga South,WHITE STREET,Res,3 or less,1.8,
102100,Hokianga South,WIKAIRA ROAD,Res,3 or less,3.0,
102200,Lake Manuwai-Kapiro,CAPRINE ROAD,Res,3 or less,7.8,
102200,Lake Manuwai-Kapiro,CONIFER LANE,Res,6,6.2,37.5
102200,Lake Manuwai-Kapiro,DAROUX DRIVE,Res,3 or less,6.2,
102200,Lake Manuwai-Kapiro,DOONSIDE ROAD,Res,3 or less,5.5,
102200,Lake Manuwai-Kapiro,EQUESTRIAN DRIVE,Res,6,8.7,52.1
102200,Lake Manuwai-Kapiro,FERNBIRD GROVE,Res,5,5.2,26.0
102200,Lake Manuwai-Kapiro,JENNINGS ROAD,Res,3 or less,5.1,
102200,Lake Manuwai-Kapiro,KAPIRO ROAD,Res,10,5.2,51.5
102200,Lake Manuwai-Kapiro,KERI DOWNS ROAD,Res,5,5.9,29.3
102200,Lake Manuwai-Kapiro,KORANAE ROAD,Res,3 or less,5.5,
102200,Lake Manuwai-Kapiro,LEMON GROVE,Res,3 or less,8.1,
102200,Lake Manuwai-Kapiro,MANUWAI ROAD,Res,3 or less,5.0,
102200,Lake Manuwai-Kapiro,MCCAUGHAN ROAD,Res,4,4.8,19.3
102200,Lake Manuwai-Kapiro,MORRIS LANE,Res,3 or less,9.6,
102200,Lake Manuwai-Kapiro,NESS ROAD,Res,7,5.5,38.3
102200,Lake Manuwai-Kapiro,OAK TREE LANE,Res,3 or less,4.0,
102200,Lake Manuwai-Kapiro,ONEKURA ROAD,Res,5,4.5,22.6
102200,Lake Manuwai-Kapiro,ORANGEWOOD ROAD,Res,3 or less,8.3,
102200,Lake Manuwai-Kapiro,PUNGAERE ROAD,Res,9,5.3,47.4
102200,Lake Manuwai-Kapiro,PURERUA ROAD,Res,3 or less,8.0,
102200,Lake Manuwai-Kapiro,PURIRI DALE WAY,Res,3 or less,6.5,
102200,Lake Manuwai-Kapiro,RIVER DRIVE,Res,8,6.2,49.6
102200,Lake Manuwai-Kapiro,SANDYS ROAD,Res,3 or less,6.7,
102200,Lake Manuwai-Kapiro,SHIRLEY ROAD,Res,3 or less,5.4,
102200,Lake Manuwai-Kapiro,STANNERS ROAD,Res,10,4.8,47.7
102200,Lake Manuwai-Kapiro,STATE HIGHWAY 10,Res,11,6.5,71.8
102200,Lake Manuwai-Kapiro,TANEKAHA LANE,Res,3 or less,8.0,
102200,Lake Manuwai-Kapiro,WAIPAPA WEST ROAD,Res,7,5.7,40.0
102300,Okaihau,DONALDSON ROAD,Res,3 or less,3.7,
102300,Okaihau,HOREKE ROAD,Res,8,4.8,38.4
102300,Okaihau,HULME DRIVE,Res,3 or less,5.0,
102300,Okaihau,LAKE ROAD,Res,3 or less,5.5,
102300,Okaihau,LODORE ROAD,Res,5,6.2,31.0
102300,Okaihau,MANGAKARETU ROAD,Res,3 or less,4.3,
102300,Okaihau,MIHI ROAD,Res,3 or less,5.7,
102300,Okaihau,OLD VALLEY ROAD,Res,3 or less,3.5,
102300,Okaihau,PUKEPOTO ROAD,Res,3 or less,4.0,
102300,Okaihau,PUKETOTARA ROAD,Res,5,5.8,29.0
102300,Okaihau,SETTLERS WAY,Res,3 or less,5.2,
102300,Okaihau,SIGNAL ROAD,Res,3 or less,2.2,
